Stream,Name,Type,Site ,Year,Date,Area,Fraction,Sampler,NoSurbers,Rep,Taxa,Biomass,Abundance ,Density
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Cinygmula,47.03,3,43
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Epeorus,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Rhithrogena,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Macroveliidae,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Pentacora,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Nematoda,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Alloperla,2.36,2,29
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Suwallia,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Sweltsa,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Lednia,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Zapada,0.87,11,158
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Megarcys,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Megarcys2,64.69,10,144
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Allomyia,0.18,1,14
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Homophylax,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Psychoglypha,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Rhyacophila ,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Trichoptera,0.00,0,0
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,02-Aug-16,GTNP,sm,surber,6,,Turbellaria,3.86,4,57
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,2Megarcys,393.76,3,11
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,1Megarcys,3.71,2,7
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,sm,surber,1,1,Acari,4.25,1,4
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Allomyia,4.89,5,18
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Cinygmula,77.16,5,18
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Collembola,53.41,35,126
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,sm,surber,1,1,Collembola,90.03,59,212
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Dicranota,59.56,13,47
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Heterocloeon,0.37,1,4
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Homophylax,1.78,1,4
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Chironomidae pupa,0.13,2,7
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Non-Tanypodinae,66.97,680,2440
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,sm,surber,1,1,Non-Tanypodinae,1.01,37,133
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,sm,surber,1,1,Ostracoda,3.20,4,14
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Prosimulium,14.97,4,14
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Sweltsa,4.62,2,7
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Yoraperla,34.08,2,7
Beartooth Cr,,,NA,2017,07-Jul-17,ABW,lg,surber,1,1,Zapada,1.07,2,7
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Oligochaeta,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Acari,16.98,8,14
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Staphylinidae,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Collembola,9.78,2,4
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Ostracoda,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Probezzia,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Non-Tanypodinae,109.06,1482,2659
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Chironomidae,0.13,6,11
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Dixella,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Clinocera,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Oreogeton,0.20,28,50
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Helodon,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Prosimulium,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Simuliidae,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Dicranota,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Ormosia,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Paradelphomyia,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Tipula,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Baetis,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Drunella ,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Cinygmula,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Epeorus,0.50,2,4
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Rhithrogena,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Macroveliidae,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Pentacora,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Nematoda,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Alloperla,11.21,10,18
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Suwallia,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Sweltsa,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Lednia,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Zapada,4.22,427,766
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Megarcys,2022.94,46,83
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Megarcys2,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Allomyia,3.26,50,90
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Homophylax,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Psychoglypha,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Rhyacophila ,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Trichoptera,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,lg,surber,6,,Turbellaria,37.29,108,194
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Oligochaeta,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Acari,84.92,5,72
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Staphylinidae,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Collembola,286.03,9,129
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Ostracoda,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Probezzia,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Non-Tanypodinae,58.61,183,2626
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Chironomidae,0.38,1,14
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Dixella,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Clinocera,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Oreogeton,0.34,6,86
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Helodon,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Prosimulium,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Simuliidae,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Dicranota,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Ormosia,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Paradelphomyia,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Tipula,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Baetis,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Drunella ,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Cinygmula,15.73,1,14
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Epeorus,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Rhithrogena,7.17,1,14
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Macroveliidae,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Pentacora,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Nematoda,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Alloperla,8.02,4,57
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Suwallia,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Sweltsa,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Lednia,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Zapada,9.48,120,1722
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Megarcys,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Megarcys2,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Allomyia,1.10,8,115
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Homophylax,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Psychoglypha,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Rhyacophila ,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Trichoptera,0.00,0,0
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,01-Aug-16,GTNP,sm,surber,6,,Turbellaria,0.00,0,0
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,2,1Megarcys,5.71,2,22
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,3,1Megarcys,4.07,1,11
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,2,Acari,12.74,1,11
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,3,Baetis,5.83,1,11
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,3,Collembola,4.58,1,11
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,1,Lednia,10.54,2,22
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,1,Lednia,4.10,1,11
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,2,Lednia,12.30,3,32
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,2,Lednia,16.36,2,22
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,3,Lednia,14.58,3,32
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,1,Chironomidae pupa,0.08,2,22
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,1,Non-Tanypodinae,100.64,123,1324
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,1,Non-Tanypodinae,49.42,465,5005
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,2,Non-Tanypodinae,73.60,198,2131
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,2,Non-Tanypodinae,64.31,418,4499
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,3,Non-Tanypodinae,30.35,96,1033
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,3,Non-Tanypodinae,48.09,655,7051
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,2,Oligochaeta,2.58,1,11
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,3,Oligochaeta,14.62,8,86
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,3,Oligochaeta,31.81,13,140
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,1,Prosimulium,0.30,1,11
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,2,Prosimulium,1.07,2,22
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,2,Rhyacophila ,37.01,2,22
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,2,Staphylinidae,29.23,2,22
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,1,Suwallia,19.25,1,11
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,2,Turbellaria,1.56,3,32
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,2,Turbellaria,3.12,6,65
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,3,Turbellaria,0.67,1,11
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,1,Zapada,6.41,6,65
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,2,Zapada,34.17,15,161
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,2,Zapada,51.98,35,377
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,lg,surber,1,3,Zapada,22.50,6,65
Delta Inlet Stream,Delta,Glacier,NA,2017,05-Aug-17,GTNP,sm,surber,1,3,Zapada,10.99,15,161
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,1,2Megarcys,11.97,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,2,2Megarcys,125.06,10,108
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,2,2Megarcys,5.71,2,22
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,1,Acari,12.74,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,1,Acari,165.59,13,140
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,2,Acari,101.90,8,86
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,ABW,sm,surber,1,3,Acari,4.25,1,4
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,1,Baetis,38.25,3,32
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,1,Baetis,1.45,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,ABW,sm,surber,1,3,Baetis,2.51,3,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,1,Chironomidae pupa,0.01,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,1,Chironomidae pupa,0.13,3,32
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,2,Chironomidae pupa,2.18,14,151
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,ABW,sm,surber,1,3,Chironomidae pupa,0.26,5,18
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,1,Dicranota,3.11,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,2,Dicranota,9.07,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,3,Dicranota,15.39,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,1,Lednia,22.92,3,32
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,3,Lednia,4.10,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,1,Non-Tanypodinae,134.05,522,5619
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,1,Non-Tanypodinae,90.79,674,7255
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,2,Non-Tanypodinae,108.13,310,3337
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,2,Non-Tanypodinae,92.14,684,7363
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,3,Non-Tanypodinae,304.38,272,2928
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,ABW,sm,surber,1,3,Non-Tanypodinae,17.90,381,1367
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,1,Oligochaeta,33.53,10,108
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,2,Oligochaeta,44.71,15,161
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,2,Oligochaeta,195.00,63,678
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,3,Oligochaeta,140.83,26,280
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,ABW,sm,surber,1,3,Oligochaeta,76.61,81,291
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,2,Prosimulium,3.13,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,2,Prosimulium,7.88,3,32
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,3,Rhyacophila,40.76,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,1,Staphylinidae,7.02,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,1,Sweltsa,35.35,1,11
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,ABW,sm,surber,1,3,Sweltsa,1.35,2,7
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,1,Turbellaria,5.80,4,43
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,2,Turbellaria,4.44,5,54
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,2,Turbellaria,5.68,6,65
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,3,Turbellaria,3.29,2,22
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,ABW,sm,surber,1,3,Turbellaria,1.12,5,18
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,1,Zapada,224.88,117,1259
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,1,Zapada,75.48,103,1109
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,lg,surber,1,2,Zapada,70.62,31,334
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,GTNP,sm,surber,1,2,Zapada,74.50,107,1152
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,ABW,lg,surber,1,3,Zapada,6.84,6,22
Delta Inlet Stream,Delta,Glacier,NA,2018,02-Aug-18,ABW,sm,surber,1,3,Zapada,3.66,15,54
Froze to Death,,,,2017,24-Jul-17,ABW,lg,surber,1,1,Non-Tanypodinae,8.27,90,323
Froze to Death,,,,2017,24-Jul-17,ABW,sm,surber,1,1,Non-Tanypodinae,4.87,131,470
Grizzly Inlet Stream,Griz,Snowmelt,NA,2018,03-Aug-18,GTNP,sm,surber,1,1,Acari,50.95,4,43
Grizzly Inlet Stream,Griz,Snowmelt,NA,2018,03-Aug-18,GTNP,sm,surber,1,3,Acari,50.95,4,43
Grizzly Inlet Stream,Griz,Snowmelt,NA,2018,03-Aug-18,GTNP,sm,surber,1,1,Collembola,29.34,1,11
Grizzly Inlet Stream,Griz,Snowmelt,NA,2018,03-Aug-18,GTNP,sm,surber,1,2,Collembola,29.34,1,11
Grizzly Inlet Stream,Griz,Snowmelt,NA,2018,03-Aug-18,GTNP,lg,surber,1,1,Non-Tanypodinae,5.07,29,312
Grizzly Inlet Stream,Griz,Snowmelt,NA,2018,03-Aug-18,GTNP,sm,surber,1,1,Non-Tanypodinae,14.19,173,1862
Grizzly Inlet Stream,Griz,Snowmelt,NA,2018,03-Aug-18,GTNP,lg,surber,1,2,Non-Tanypodinae,1.82,10,108
Grizzly Inlet Stream,Griz,Snowmelt,NA,2018,03-Aug-18,GTNP,sm,surber,1,2,Non-Tanypodinae,2.34,20,215
Grizzly Inlet Stream,Griz,Snowmelt,NA,2018,03-Aug-18,GTNP,lg,surber,1,3,Non-Tanypodinae,24.23,82,883
